Fecha,COD_VIAJE,CLIENTE,UBICACION,Tarifa,CANTIDAD,PILOTO,Q,CREDITO,UNIDAD,C_CLIENTE,MAX,Conos,Custodio,GPS
13-09-17,10000261,HOSPITAL ROOSEVELT,76002,0.2832,1054,Hector Giron,298.5,30,Camion Grande,3,1100,x, ,x
13-09-17,10000874,TAQUERIA EL CHINITO,76002,0.2886,751,Hector Aragones Frutos,216.75,90,Camion Pequeño,5,800, , ,x
13-09-17,10001154,TIENDA LA BENDICION,76001,0.294,864,Hector Giron,254,90,Camion Pequeño,,900,x,x,x
13-09-17,10001347,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2655,1811,Luis Jaime Urbano,480.75,60,Camion Grande,3,1900,x, ,x
13-09-17,10001409,TAQUERIA EL CHINITO,76001,0.2759,1465,Ismael Rodero Monteagudo,404.25,90,Camion Grande,1,1500,x, ,x
13-09-17,10001882,TIENDA LA BENDICION,76002,0.254,1772,Hector Giron,450,30,Camion Grande,5,1800, , ,x
14-09-17,10000781,"SPORTA, S.A.",76001,0.2853,679,Juan Francisco Portillo Gomez,193.75,30,Camion Pequeño,2,700,x, ,x
14-09-17,10001060,UBIQUO LABS / Ajuste,76002,,747,Hector Aragones Frutos,195.75,90,Camion Pequeño,5,800,x, , 
14-09-17,10001381,ABARROTERIA EBENEZER,76001,0.3543,422,Hector Aragones Frutos,149.5,30,Panel,1,500, , ,x
14-09-17,10001404,ABARROTERIA EBENEZER,76002,0.2643,1332,Angel Valdez Alegria,352,60,Camion Grande,5,1400,x, ,x
15-09-17,10000009,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2594,1601,Ismael Rodero Monteagudo,415.25,30,Camion Grande,4,1700,x,x,x
15-09-17,10000211,UBIQUO LABS,76002,0.2665,1817,Juan Francisco Portillo Gomez,484.25,90,Camion Grande,1,1900,x,x,x
15-09-17,10000300,"SPORTA, S.A.",76002,0.2844,786,Luis Jaime Urbano,223.5,60,Camion Pequeño,5,800, ,x,x
15-09-17,10000361,BAR LA OFICINA,76002,0.2726,1993,Hector Giron,543.25,90,Camion Grande,3,2000, ,x,x
15-09-17,10001253,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.3236,625,Juan Francisco Portillo Gomez,202.25,90,Camion Pequeño,3,700,x, ,x
15-09-17,10001435,BAR LA OFICINA,76001,0.2637,1382,Hector Giron,364.5,60,Camion Grande,3,1400, ,x,x
15-09-17,10001471,TIENDA LA BENDICION,76001,0.2698,1916,Luis Jaime Urbano,517,30,Camion Grande,2,2000, , , 
16-09-17,10000095,HOSPITAL ROOSEVELT,76002,0.2715,1256,Angel Valdez Alegria,341,30,Camion Grande,2,1300,x,x,x
16-09-17,10000129,TAQUERIA EL CHINITO,76002,0.3873,306,Pedro Alvarez Parejo,118.5,90,Panel,4,400,x, ,x
16-09-17,10000286,HOSPITAL ROOSEVELT,76002,0.2623,1956,Pedro Alvarez Parejo,513,90,Camion Grande,5,2000,x,x,x
16-09-17,10000314,HOSPITAL ROOSEVELT,76002,0.255,1988,Pedro Alvarez Parejo,507,60,Camion Grande,1,2000,x,x,x
16-09-17,10000507,TIENDA LA BENDICION,76001,0.2791,790,Hector Giron,220.5,30,Camion Pequeño,4,800,x,x,x
16-09-17,10000551,TAQUERIA EL CHINITO,76001,0.2642,1193,Ismael Rodero Monteagudo,315.25,30,Camion Grande,4,1200,x,x,x
16-09-17,10000552,TAQUERIA EL CHINITO,76002,0.2698,1865,Fernando Mariano Berrio,503.25,60,Camion Grande,1,1900,x,x,x
16-09-17,10000916,HOSPITAL LAS AMERICAS,76002,0.3114,472,Felipe Villatoro,147,30,Panel,2,500,x, ,x
16-09-17,10000918,TAQUERIA EL CHINITO,76002,0.3246,362,Hector Giron,117.5,60,Panel,,400,x, ,x
16-09-17,10001059,"SPORTA, S.A.",76002,0.3119,598,Angel Valdez Alegria,186.5,90,Camion Pequeño,3,600, , ,x
16-09-17,10001540,HOSPITAL ROOSEVELT,76001,0.2928,981,Angel Valdez Alegria,287.25,90,Camion Pequeño,3,1000,x, ,x
16-09-17,10001600,HOSPITAL ROOSEVELT,76001,0.256,1989,Hector Aragones Frutos,509.25,60,Camion Grande,5,2000,x, ,x
16-09-17,10001844,ABARROTERIA EBENEZER,76002,0.2526,1148,Ismael Rodero Monteagudo,290,90,Camion Grande,3,1200,x, ,x
17-09-17,10000605,"SPORTA, S.A.",76001,0.2589,1684,Hector Giron,436,60,Camion Grande,4,1700,x, ,x
17-09-17,10000673,TAQUERIA EL CHINITO,76002,0.2865,576,Pedro Alvarez Parejo,165,30,Camion Pequeño,,600,x, , 
17-09-17,10001015,TIENDA LA BENDICION,76002,0.3942,319,Juan Francisco Portillo Gomez,125.75,90,Panel,5,400,x, ,x
17-09-17,10001247,TIENDA LA BENDICION,76002,0.2561,1144,Ismael Rodero Monteagudo,293,30,Camion Grande,,1200,x, ,x
17-09-17,10001646,EL PINCHE OBELISCO / Ajuste,76001,,1126,Pedro Alvarez Parejo,303.5,30,Camion Grande,2,1200, ,x,x
18-09-17,10000391,TAQUERIA EL CHINITO,76001,0.2523,1314,Juan Francisco Portillo Gomez,331.5,90,Camion Grande,5,1400, , ,x
18-09-17,10000530,HOSPITAL ROOSEVELT,76002,0.2607,1396,Juan Francisco Portillo Gomez,364,90,Camion Grande,2,1400,x,x,x
18-09-17,10000875,TAQUERIA EL CHINITO,76001,0.2736,1697,Juan Francisco Portillo Gomez,464.25,30,Camion Grande,5,1700,x, ,x
18-09-17,10000960,"SPORTA, S.A.",76002,0.275,1802,Hector Aragones Frutos,495.5,30,Camion Grande,5,1900,x, ,x
18-09-17,10001292,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2898,528,Felipe Villatoro,153,60,Camion Pequeño,1,600,x, ,x
19-09-17,10000057,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2637,1682,Hector Aragones Frutos,443.5,60,Camion Grande,3,1700,x, ,x
19-09-17,10000606,BAR LA OFICINA,76002,0.294,455,Ismael Rodero Monteagudo,133.75,60,Panel,2,500,x,x,x
19-09-17,10000686,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2834,1167,Fernando Mariano Berrio,330.75,60,Camion Grande,0,1200,x,x,x
19-09-17,10000892,TIENDA LA BENDICION,76002,0.2546,1082,Luis Jaime Urbano,275.5,30,Camion Grande,0,1100,x, ,x
19-09-17,10001077,HOSPITAL ROOSEVELT,76002,0.2616,1889,Hector Giron,494.25,90,Camion Grande,4,1900, , ,x
20-09-17,10000030,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2646,1502,Hector Giron,397.5,90,Camion Grande,4,1600,x, ,x
20-09-17,10000404,UBIQUO LABS,76002,0.3665,412,Angel Valdez Alegria,151,60,Panel,5,500, , ,x
20-09-17,10000723,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.328,218,Luis Jaime Urbano,71.5,60,Panel,0,300,x, ,x
21-09-17,10000219,HOSPITAL ROOSEVELT,76002,0.2551,1775,Ismael Rodero Monteagudo,452.75,90,Camion Grande,,1800,x,x,x
21-09-17,10000293,TAQUERIA EL CHINITO,76002,0.2829,1185,Luis Jaime Urbano,335.25,30,Camion Grande,4,1200,x,x,x
21-09-17,10002115,TIENDA LA BENDICION,76001,0.259,1670,Luis Jaime Urbano,432.5,90,Camion Grande,2,1700, , ,x
21-09-17,10002173,HOSPITAL ROOSEVELT,76002,0.2641,1774,Juan Francisco Portillo Gomez,468.5,30,Camion Grande,5,1800,x, ,x
22-09-17,10001159,HOSPITAL LAS AMERICAS,76002,0.3024,668,Luis Jaime Urbano,202,60,Camion Pequeño,2,700,x, ,x
22-09-17,10001426,HOSPITAL LAS AMERICAS,76001,0.3211,464,Ismael Rodero Monteagudo,149,90,Panel,,500, ,x,x
23-09-17,10000478,TIENDA LA BENDICION,76001,0.3056,719,Hector Aragones Frutos,219.75,30,Camion Pequeño,4,800,x,x,x
23-09-17,10000962,TAQUERIA EL CHINITO,76002,0.2754,1497,Angel Valdez Alegria,412.25,30,Camion Grande,3,1500, ,x,x
23-09-17,10001039,TIENDA LA BENDICION,76001,0.2735,1279,Pedro Alvarez Parejo,349.75,30,Camion Grande,3,1300,x, ,x
23-09-17,10002036,HOSPITAL LAS AMERICAS,76001,0.2949,890,Angel Valdez Alegria,262.5,30,Camion Pequeño,5,900, , ,x
23-09-17,10002060,EL PINCHE OBELISCO,76002,0.2677,1184,Angel Valdez Alegria,317,60,Camion Grande,3,1200,x,x, 
24-09-17,10000094,POLLO PINULITO,76002,0.278,1285,Felipe Villatoro,357.25,30,Camion Grande,3,1300,x,x,x
24-09-17,10001168,EL PINCHE OBELISCO,76001,0.2546,1973,Hector Aragones Frutos,502.25,30,Camion Grande,5,2000, ,x,x
24-09-17,10001728,ABARROTERIA EBENEZER,76002,0.3143,700,Felipe Villatoro,220,30,Camion Pequeño,4,700,x,x,x
24-09-17,10002011,UBIQUO LABS / Ajuste,76001,,1556,Angel Valdez Alegria,437,90,Camion Grande,3,1600, , ,x
24-09-17,10002091,POLLO PINULITO,76001,0.2569,1727,Pedro Alvarez Parejo,443.75,90,Camion Grande,0,1800, ,x,x
25-09-17,10000140,TAQUERIA EL CHINITO,76001,0.2842,1259,Angel Valdez Alegria,357.75,90,Camion Grande,0,1300,x, ,x
25-09-17,10000461,TIENDA LA BENDICION,76002,0.334,381,Felipe Villatoro,127.25,60,Panel,3,400,x,x,x
25-09-17,10000732,ABARROTERIA EBENEZER,76001,0.2829,425,Fernando Mariano Berrio,120.25,90,Panel,4,500,x,x,x
25-09-17,10000819,POLLO PINULITO,76001,0.292,810,Angel Valdez Alegria,236.5,90,Camion Pequeño,3,900,x, ,x
25-09-17,10001093,UBIQUO LABS / Ajuste,76001,,1263,Hector Giron,348.75,60,Camion Grande,4,1300,x,x,x
25-09-17,10001099,POLLO PINULITO,76002,0.2519,1028,Hector Aragones Frutos,259,30,Camion Grande,3,1100, , ,x
25-09-17,10001318,HOSPITAL LAS AMERICAS,76001,0.2803,1619,Angel Valdez Alegria,453.75,60,Camion Grande,2,1700,x,x,x
25-09-17,10001337,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2735,298,Hector Aragones Frutos,81.5,30,Panel,0,300,x, ,x
25-09-17,10001491,TIENDA LA BENDICION,76002,0.2841,1438,Pedro Alvarez Parejo,408.5,60,Camion Grande,,1500, ,x,x
26-09-17,10000419,UBIQUO LABS / Ajuste,76002,,1312,Luis Jaime Urbano,349,90,Camion Grande,2,1400,x,x,x
26-09-17,10000528,BAR LA OFICINA,76002,0.3159,440,Ismael Rodero Monteagudo,139,90,Panel,5,500,x,x,x
26-09-17,10000694,UBIQUO LABS / Ajuste,76002,,807,Hector Aragones Frutos,227.75,30,Camion Pequeño,,900, , ,x
26-09-17,10000953,POLLO PINULITO,76001,0.2749,1006,Pedro Alvarez Parejo,276.5,30,Camion Grande,5,1100, , ,x
26-09-17,10001080,BAR LA OFICINA,76002,0.2769,965,Hector Giron,267.25,30,Camion Pequeño,2,1000,x, ,x
26-09-17,10001665,POLLO PINULITO,76001,0.4113,217,Hector Aragones Frutos,89.25,90,Panel,5,300,x, ,x
26-09-17,10001843,HOSPITAL LAS AMERICAS,76001,0.263,1000,Felipe Villatoro,263,90,Camion Pequeño,3,1000,x, ,x
26-09-17,10002120,TIENDA LA BENDICION,76001,0.2727,970,Juan Francisco Portillo Gomez,264.5,60,Camion Pequeño,4,1000,x, ,x
27-09-17,10000209,TIENDA LA BENDICION,76001,0.3486,294,Pedro Alvarez Parejo,102.5,60,Panel,2,300, , ,x
27-09-17,10000397,ABARROTERIA EBENEZER,76001,0.2527,1116,Felipe Villatoro,282,30,Camion Grande,4,1200, ,x,x
27-09-17,10000464,BAR LA OFICINA,76002,0.2984,950,Fernando Mariano Berrio,283.5,30,Camion Pequeño,3,1000, ,x,x
27-09-17,10000820,TIENDA LA BENDICION,76002,0.3002,937,Luis Jaime Urbano,281.25,90,Camion Pequeño,0,1000,x, ,x
27-09-17,10001303,TIENDA LA BENDICION,76002,0.2841,1290,Ismael Rodero Monteagudo,366.5,30,Camion Grande,1,1300,x,x,x
27-09-17,10001406,ABARROTERIA EBENEZER,76001,0.2741,1824,Felipe Villatoro,500,60,Camion Grande,5,1900, , ,x
27-09-17,10001726,TIENDA LA BENDICION,76002,0.2615,522,Pedro Alvarez Parejo,136.5,90,Camion Pequeño,,600,x, ,x
27-09-17,10001820,EL PINCHE OBELISCO,76002,0.2736,1950,Pedro Alvarez Parejo,533.5,90,Camion Grande,2,2000,x,x, 
27-09-17,10002069,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.3481,377,Felipe Villatoro,131.25,90,Panel,1,400,x, ,x
27-09-17,10002134,HOSPITAL ROOSEVELT,76002,0.2754,1379,Juan Francisco Portillo Gomez,379.75,90,Camion Grande,2,1400,x, , 
27-09-17,10002167,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2505,1970,Felipe Villatoro,493.5,60,Camion Grande,,2000,x, ,x
28-09-17,10000107,TIENDA LA BENDICION,76001,0.2746,1340,Fernando Mariano Berrio,368,90,Camion Grande,5,1400,x, ,x
28-09-17,10000427,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2661,436,Felipe Villatoro,116,60,Panel,1,500,x, ,x
28-09-17,10000823,"SPORTA, S.A.",76001,0.2728,1754,Ismael Rodero Monteagudo,478.5,30,Camion Grande,1,1800, , ,x
28-09-17,10000955,CHICHARRONERIA EL RICO COLESTEROL,76002,0.3287,470,Juan Francisco Portillo Gomez,154.5,60,Panel,2,500,x, ,x
28-09-17,10001341,UBIQUO LABS / Ajuste,76002,,1811,Angel Valdez Alegria,492.75,30,Camion Grande,2,1900, , ,x
29-09-17,10000099,HOSPITAL ROOSEVELT,76001,0.27,1201,Ismael Rodero Monteagudo,324.25,60,Camion Grande,,1300, , ,x
29-09-17,10001090,TAQUERIA EL CHINITO,76001,0.3362,406,Pedro Alvarez Parejo,136.5,90,Panel,2,500,x,x,x
29-09-17,10001853,TIENDA LA BENDICION,76002,0.2707,1496,Luis Jaime Urbano,405,90,Camion Grande,5,1500,x,x,x
29-09-17,10001881,TIENDA LA BENDICION,76001,0.2571,980,Angel Valdez Alegria,252,90,Camion Pequeño,4,1000, , ,x
30-09-17,10000200,"SPORTA, S.A.",76001,0.2654,1756,Angel Valdez Alegria,466,60,Camion Grande,5,1800,x,x,x
30-09-17,10001150,HOSPITAL ROOSEVELT,76002,0.2619,1680,Hector Aragones Frutos,440,30,Camion Grande,1,1700, , ,x
01-10-17,10000054,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.3624,356,Luis Jaime Urbano,129,30,Panel,3,400, , ,x
01-10-17,10000482,UBIQUO LABS,76001,0.2789,1037,Pedro Alvarez Parejo,289.25,90,Camion Grande,2,1100, ,x,x
01-10-17,10000570,HOSPITAL ROOSEVELT,76001,0.2732,1294,Ismael Rodero Monteagudo,353.5,30,Camion Grande,4,1300,x,x,x
01-10-17,10000661,TAQUERIA EL CHINITO,76001,0.2546,1950,Hector Aragones Frutos,496.5,90,Camion Grande,0,2000,x,x,x
01-10-17,10001101,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.3304,597,Hector Giron,197.25,60,Camion Pequeño,0,600, , ,x
01-10-17,10001133,ABARROTERIA EBENEZER,76001,0.2996,1008,Ismael Rodero Monteagudo,302,60,Camion Grande,0,1100,x,x,x
01-10-17,10001572,TIENDA LA BENDICION,76001,0.2618,1859,Felipe Villatoro,486.75,60,Camion Grande,5,1900,x, ,x
01-10-17,10001950,BAR LA OFICINA,76002,0.3079,691,Fernando Mariano Berrio,212.75,60,Camion Pequeño,2,700,x,x,x
02-10-17,10000860,EL PINCHE OBELISCO,76001,0.2526,1949,Hector Aragones Frutos,492.25,30,Camion Grande,4,2000, , ,x
02-10-17,10001129,TAQUERIA EL CHINITO,76001,0.2867,381,Luis Jaime Urbano,109.25,30,Panel,5,400,x,x, 
02-10-17,10001596,POLLO PINULITO,76002,0.2686,1617,Luis Jaime Urbano,434.25,90,Camion Grande,0,1700,x,x,x
03-10-17,10000225,EL PINCHE OBELISCO,76001,0.2588,1471,Felipe Villatoro,380.75,30,Camion Grande,0,1500,x, ,x
03-10-17,10000625,TAQUERIA EL CHINITO,76002,0.2698,1113,Angel Valdez Alegria,300.25,60,Camion Grande,3,1200,x, ,x
03-10-17,10001402,HOSPITAL ROOSEVELT,76002,0.2754,1534,Hector Giron,422.5,60,Camion Grande,5,1600,x,x,x
03-10-17,10001592,BAR LA OFICINA,76001,0.2762,1526,Ismael Rodero Monteagudo,421.5,90,Camion Grande,2,1600,x, ,x
04-10-17,10000005,POLLO PINULITO,76001,0.2634,1644,Juan Francisco Portillo Gomez,433,30,Camion Grande,3,1700,x, ,x
04-10-17,10000128,HOSPITAL ROOSEVELT,76001,0.2736,1820,Pedro Alvarez Parejo,498,30,Camion Grande,,1900,x,x,x
04-10-17,10000208,TAQUERIA EL CHINITO,76001,0.2783,1698,Hector Giron,472.5,90,Camion Grande,5,1700,x, ,x
04-10-17,10000249,"SPORTA, S.A.",76001,0.2505,1941,Pedro Alvarez Parejo,486.25,90,Camion Grande,4,2000,x,x,x
04-10-17,10000445,TIENDA LA BENDICION,76001,0.2621,414,Pedro Alvarez Parejo,108.5,30,Panel,4,500, , ,x
04-10-17,10000835,HOSPITAL LAS AMERICAS,76001,0.2871,1349,Hector Giron,387.25,30,Camion Grande,2,1400, , ,x
04-10-17,10001074,TIENDA LA BENDICION,76002,0.2537,1625,Ismael Rodero Monteagudo,412.25,90,Camion Grande,2,1700, ,x,x
04-10-17,10001246,TIENDA LA BENDICION,76001,0.3423,520,Felipe Villatoro,178,30,Camion Pequeño,4,600,x,x,x
04-10-17,10001290,"SPORTA, S.A.",76001,0.2505,1985,Hector Aragones Frutos,497.25,60,Camion Grande,0,2000,x, ,x
04-10-17,10001479,UBIQUO LABS,76001,0.3238,650,Felipe Villatoro,210.5,90,Camion Pequeño,4,700, ,x,x
04-10-17,10001554,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.3323,413,Fernando Mariano Berrio,137.25,60,Panel,5,500,x, ,x
04-10-17,10001835,BAR LA OFICINA,76001,0.2507,1342,Hector Aragones Frutos,336.5,30,Camion Grande,2,1400, ,x,x
04-10-17,10001880,TAQUERIA EL CHINITO,76001,0.3217,488,Hector Aragones Frutos,157,30,Panel,5,500,x, ,x
04-10-17,10001961,UBIQUO LABS,76001,0.3365,578,Fernando Mariano Berrio,194.5,60,Camion Pequeño,4,600,x, ,x
04-10-17,10002106,"SPORTA, S.A.",76002,0.2593,1073,Fernando Mariano Berrio,278.25,30,Camion Grande,0,1100, , ,x
05-10-17,10000215,ABARROTERIA EBENEZER,76001,0.2993,852,Angel Valdez Alegria,255,30,Camion Pequeño,0,900, , ,x
05-10-17,10000460,UBIQUO LABS,76002,0.3875,320,Ismael Rodero Monteagudo,124,60,Panel,0,400, ,x,x
05-10-17,10000475,TIENDA LA BENDICION,76002,0.2951,1065,Luis Jaime Urbano,314.25,60,Camion Grande,1,1100, ,x,x
05-10-17,10000496,"SPORTA, S.A.",76002,0.2766,1730,Fernando Mariano Berrio,478.5,60,Camion Grande,2,1800,x, ,x
05-10-17,10001070,HOSPITAL ROOSEVELT,76001,0.2798,1275,Luis Jaime Urbano,356.75,90,Camion Grande,0,1300,x,x,x
05-10-17,10001088,POLLO PINULITO,76002,0.2718,917,Fernando Mariano Berrio,249.25,90,Camion Pequeño,2,1000,x,x,x
05-10-17,10001399,"SPORTA, S.A.",76002,0.3135,661,Hector Aragones Frutos,207.25,30,Camion Pequeño,1,700,x, ,x
06-10-17,10000093,UBIQUO LABS,76002,0.2671,1929,Pedro Alvarez Parejo,515.25,90,Camion Grande,4,2000, ,x,x
06-10-17,10000393,BAR LA OFICINA,76002,0.3624,445,Pedro Alvarez Parejo,161.25,30,Panel,5,500,x, ,x
06-10-17,10000630,HOSPITAL ROOSEVELT,76001,0.2671,1694,Fernando Mariano Berrio,452.5,30,Camion Grande,,1700,x,x,x
06-10-17,10000645,"SPORTA, S.A.",76001,0.2894,913,Ismael Rodero Monteagudo,264.25,60,Camion Pequeño,4,1000,x,x,x
06-10-17,10000902,UBIQUO LABS / Ajuste,76002,,651,Pedro Alvarez Parejo,186.75,60,Camion Pequeño,5,700,x, ,x
06-10-17,10001291,POLLO PINULITO,76001,0.3365,474,Hector Aragones Frutos,159.5,30,Panel,1,500,x,x,x
06-10-17,10001400,HOSPITAL ROOSEVELT,76002,0.2822,1520,Luis Jaime Urbano,429,30,Camion Grande,2,1600, , , 
06-10-17,10001652,POLLO PINULITO,76001,0.4133,245,Pedro Alvarez Parejo,101.25,30,Panel,2,300,x, ,x
06-10-17,10002033,UBIQUO LABS,76002,0.263,1842,Angel Valdez Alegria,484.5,60,Camion Grande,1,1900, , ,x
07-10-17,10000372,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2688,1172,Pedro Alvarez Parejo,315,60,Camion Grande,0,1200,x, ,x
07-10-17,10000426,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2639,1722,Hector Giron,454.5,60,Camion Grande,2,1800,x,x,x
07-10-17,10000809,UBIQUO LABS,76001,0.2667,959,Hector Giron,255.75,90,Camion Pequeño,,1000,x, , 
07-10-17,10001188,TAQUERIA EL CHINITO,76002,0.2533,899,Hector Aragones Frutos,227.75,30,Camion Pequeño,5,900,x, ,x
07-10-17,10001602,UBIQUO LABS,76001,0.2794,1499,Hector Aragones Frutos,418.75,90,Camion Grande,3,1500, , ,x
07-10-17,10001979,"SPORTA, S.A.",76001,0.2693,1605,Felipe Villatoro,432.25,60,Camion Grande,,1700,x, ,x
07-10-17,10002055,POLLO PINULITO,76001,0.2669,1419,Felipe Villatoro,378.75,30,Camion Grande,1,1500,x,x,x
08-10-17,10000037,UBIQUO LABS,76001,0.2739,1467,Hector Aragones Frutos,401.75,60,Camion Grande,1,1500, , ,x
08-10-17,10000271,EL PINCHE OBELISCO,76002,0.2786,665,Juan Francisco Portillo Gomez,185.25,60,Camion Pequeño,3,700,x, ,x
08-10-17,10001210,"SPORTA, S.A.",76002,0.2739,1839,Felipe Villatoro,503.75,30,Camion Grande,5,1900,x, ,x
08-10-17,10001312,"SPORTA, S.A.",76001,0.2859,223,Juan Francisco Portillo Gomez,63.75,30,Panel,,300,x, ,x
08-10-17,10001525,BAR LA OFICINA,76002,0.2545,1985,Pedro Alvarez Parejo,505.25,90,Camion Grande,,2000, , ,x
08-10-17,10001564,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.3026,209,Felipe Villatoro,63.25,30,Panel,0,300, , ,x
08-10-17,10001606,TAQUERIA EL CHINITO,76001,0.2669,1537,Felipe Villatoro,410.25,30,Camion Grande,0,1600, ,x,x
08-10-17,10001636,TAQUERIA EL CHINITO,76002,0.2657,957,Fernando Mariano Berrio,254.25,30,Camion Pequeño,5,1000,x,x,x
08-10-17,10001878,UBIQUO LABS,76002,0.2608,831,Luis Jaime Urbano,216.75,60,Camion Pequeño,2,900,x, ,x
08-10-17,10001932,EL PINCHE OBELISCO,76002,0.2885,597,Luis Jaime Urbano,172.25,60,Camion Pequeño,,600,x,x,x
08-10-17,10002172,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2703,1727,Hector Aragones Frutos,466.75,90,Camion Grande,2,1800, , ,x
09-10-17,10000642,POLLO PINULITO,76001,0.2755,1256,Hector Aragones Frutos,346,30,Camion Grande,0,1300,x,x,x
09-10-17,10000806,HOSPITAL LAS AMERICAS,76002,0.2976,757,Fernando Mariano Berrio,225.25,90,Camion Pequeño,3,800,x, ,x
10-10-17,10000177,UBIQUO LABS,76002,0.2892,1047,Luis Jaime Urbano,302.75,30,Camion Grande,0,1100,x, ,x
10-10-17,10001131,"SPORTA, S.A.",76002,0.2505,1985,Pedro Alvarez Parejo,497.25,90,Camion Grande,,2000,x, ,x
10-10-17,10001167,EL PINCHE OBELISCO / Ajuste,76001,,616,Fernando Mariano Berrio,155,60,Camion Pequeño,3,700,x,x,x
10-10-17,10001478,"SPORTA, S.A.",76001,0.2587,692,Felipe Villatoro,179,60,Camion Pequeño,5,700,x,x,x
10-10-17,10001648,TIENDA LA BENDICION,76002,0.3716,255,Angel Valdez Alegria,94.75,30,Panel,3,300, ,x, 
10-10-17,10001884,POLLO PINULITO,76001,0.2903,695,Angel Valdez Alegria,201.75,90,Camion Pequeño,3,700,x, ,x
11-10-17,10000031,BAR LA OFICINA,76001,0.2705,1659,Juan Francisco Portillo Gomez,448.75,30,Camion Grande,5,1700,x,x, 
11-10-17,10000667,POLLO PINULITO,76001,0.2752,794,Fernando Mariano Berrio,218.5,60,Camion Pequeño,4,800,x, , 
11-10-17,10001223,BAR LA OFICINA,76002,0.2919,836,Luis Jaime Urbano,244,90,Camion Pequeño,,900,x, , 
11-10-17,10001645,"SPORTA, S.A.",76001,0.2986,843,Juan Francisco Portillo Gomez,251.75,60,Camion Pequeño,1,900,x, ,x
11-10-17,10001904,BAR LA OFICINA,76002,0.2785,1191,Hector Aragones Frutos,331.75,90,Camion Grande,0,1200,x,x,x
12-10-17,10000371,ABARROTERIA EBENEZER,76002,0.3631,398,Luis Jaime Urbano,144.5,60,Panel,5,400,x, ,x
12-10-17,10000575,HOSPITAL ROOSEVELT,76001,0.2804,856,Ismael Rodero Monteagudo,240,90,Camion Pequeño,0,900,x, ,x
12-10-17,10000664,EL PINCHE OBELISCO / Ajuste,76002,,1551,Hector Aragones Frutos,393.75,30,Camion Grande,5,1600,x, ,x
12-10-17,10001072,EL PINCHE OBELISCO,76002,0.2734,1496,Luis Jaime Urbano,409,60,Camion Grande,3,1500,x, ,x
12-10-17,10001359,EL PINCHE OBELISCO / Ajuste,76002,,303,Juan Francisco Portillo Gomez,104.75,90,Panel,3,400, , ,x
13-10-17,10000220,UBIQUO LABS,76002,0.2646,1714,Hector Aragones Frutos,453.5,60,Camion Grande,4,1800, , ,x
13-10-17,10000669,TAQUERIA EL CHINITO,76002,0.2723,1343,Hector Giron,365.75,60,Camion Grande,3,1400,x,x,x
13-10-17,10000706,TAQUERIA EL CHINITO,76002,0.2721,1809,Felipe Villatoro,492.25,30,Camion Grande,,1900,x, ,x
13-10-17,10000832,"SPORTA, S.A.",76002,0.3282,563,Angel Valdez Alegria,184.75,60,Camion Pequeño,1,600, , ,x
13-10-17,10001324,ABARROTERIA EBENEZER,76002,0.2844,1368,Felipe Villatoro,389,90,Camion Grande,3,1400,x,x,x
13-10-17,10001752,ABARROTERIA EBENEZER,76001,0.2612,1515,Luis Jaime Urbano,395.75,60,Camion Grande,5,1600,x, ,x
14-10-17,10000318,"SPORTA, S.A. / Ajuste",76001,,1563,Angel Valdez Alegria,415.75,60,Camion Grande,4,1600,x, ,x
14-10-17,10000576,TAQUERIA EL CHINITO,76001,0.2876,558,Hector Aragones Frutos,160.5,30,Camion Pequeño,3,600,x,x, 
14-10-17,10000925,POLLO PINULITO,76002,0.2783,1167,Ismael Rodero Monteagudo,324.75,30,Camion Grande,5,1200,x, , 
14-10-17,10001141,EL PINCHE OBELISCO,76002,0.2662,370,Fernando Mariano Berrio,98.5,30,Panel,0,400,x, ,x
14-10-17,10001226,UBIQUO LABS / Ajuste,76002,,1577,Ismael Rodero Monteagudo,415.25,60,Camion Grande,2,1600, ,x,x
14-10-17,10001500,TAQUERIA EL CHINITO,76002,0.2891,1175,Pedro Alvarez Parejo,339.75,60,Camion Grande,0,1200,x,x,x
14-10-17,10001951,TAQUERIA EL CHINITO,76001,0.279,1658,Hector Aragones Frutos,462.5,30,Camion Grande,,1700,x, ,x
